,ED,Reported %,Zohran Kwame Mamdani,Scott Stringer,Selma Bartholomew,Zellnor Myrie,Adrienne Adams,Andrew Cuomo,Jessica Ramos,Whitney Tilson,Michael Blake,Brad Lander,Paperboy Price,WRITE-IN,AD,ElectDist
53,52,0.99,72,16,0,3,13,114,1,4,1,46,0,0,28,28052
54,53,0.99,167,11,3,7,16,137,1,7,0,57,1,2,28,28053
55,54,0.99,104,11,2,2,14,182,4,6,1,57,2,0,28,28054
56,55,0.99,106,15,0,3,19,129,0,16,2,51,2,1,28,28055
57,56,0.99,105,6,0,2,13,90,1,8,1,40,0,0,28,28056
58,57,0.99,98,16,0,2,15,90,2,3,2,29,0,0,28,28057
59,58,0.99,99,3,1,1,5,114,4,1,2,27,0,0,28,28058
60,59,0.99,78,5,0,4,4,71,1,1,1,13,0,0,28,28059
61,60,0.99,93,5,0,0,8,99,3,2,0,17,0,0,28,28060
62,61,0.99,33,2,1,1,2,71,0,3,0,6,1,0,28,28061
63,62,0.99,120,12,3,3,20,160,4,7,1,35,1,1,28,28062
64,63,0.99,1,0,0,0,1,6,0,0,0,0,0,0,28,28063
65,64,0.99,8,0,1,1,1,11,0,0,1,9,0,0,28,28064
66,65,0.99,48,2,0,0,4,31,1,1,0,11,1,0,28,28065
67,66,0.99,46,4,0,1,1,48,4,2,0,6,0,0,28,28066
68,67,0.99,23,0,0,0,2,11,1,0,0,0,0,0,28,28067
69,68,0.99,17,1,0,0,2,14,0,2,2,2,0,0,28,28068
70,69,0.99,27,1,0,0,2,34,0,2,0,18,2,0,28,28069
71,70,0.99,0,1,0,0,0,3,0,0,0,0,0,0,28,28070
72,71,0.99,19,2,0,0,1,12,0,3,0,9,0,0,28,28071
73,72,0.99,100,5,0,7,10,87,3,1,0,26,0,1,28,28072
74,73,0.99,0,0,0,0,0,0,0,0,0,0,0,0,28,28073
75,74,0.99,0,0,0,0,0,0,0,0,0,0,0,0,28,28074
76,75,0.99,0,0,0,0,0,0,0,0,0,0,0,0,28,28075
2,1,0.99,58,2,0,2,34,197,1,0,2,3,0,1,29,29001
3,2,0.99,72,0,0,2,16,169,0,0,1,4,0,0,29,29002
4,3,0.99,61,0,0,2,23,162,0,1,3,4,0,0,29,29003
5,4,0.99,68,0,0,0,19,176,0,1,0,0,0,0,29,29004
6,5,0.99,69,1,0,2,25,162,0,0,2,5,0,0,29,29005
7,6,0.99,49,3,0,1,28,170,0,2,3,2,0,1,29,29006
8,7,0.99,51,2,0,0,15,107,0,0,0,1,0,0,29,29007
9,8,0.99,38,2,0,0,21,127,0,0,1,4,0,1,29,29008
10,9,0.99,41,1,0,2,21,111,0,1,4,4,0,0,29,29009
11,10,0.8571,67,1,0,3,63,197,1,1,1,8,0,1,29,29010
12,11,0.99,69,3,1,0,52,238,3,0,2,1,0,0,29,29011
13,12,0.8889,52,3,0,3,37,169,0,0,0,2,0,1,29,29012
14,13,0.8889,46,1,0,2,58,170,1,0,0,5,0,0,29,29013
15,14,0.8571,38,3,1,1,25,143,1,0,1,0,0,12,29,29014
16,15,0.8571,7,0,0,0,4,19,0,0,0,0,0,0,29,29015
17,16,0.99,21,0,0,0,4,38,0,0,0,1,0,0,29,29016
18,17,0.8571,25,1,1,0,14,91,0,0,1,1,0,1,29,29017
19,18,0.8889,37,4,0,1,48,175,0,0,4,7,0,0,29,29018
20,19,0.8889,66,9,0,1,50,174,0,0,2,9,0,0,29,29019
21,20,0.99,40,4,0,1,24,147,0,0,1,4,1,1,29,29020
22,21,0.99,50,4,0,0,35,185,0,0,2,3,0,0,29,29021
23,22,0.99,65,2,0,1,35,170,1,0,7,2,0,3,29,29022
24,23,0.99,61,4,0,1,68,201,2,0,2,9,0,0,29,29023
25,24,0.8571,4,0,0,1,10,16,0,0,0,1,0,0,29,29024
26,25,0.99,57,4,0,3,34,142,0,0,1,5,0,1,29,29025
27,26,0.99,10,0,0,0,11,21,0,0,0,0,0,0,29,29026
28,27,0.8571,62,5,0,1,42,156,0,0,0,1,0,0,29,29027
29,28,0.8571,65,2,0,2,40,176,0,0,0,5,0,0,29,29028
30,29,0.99,32,1,0,1,31,116,0,0,1,5,0,0,29,29029
31,30,0.99,45,3,0,2,34,119,0,0,4,1,1,0,29,29030
32,31,0.8571,32,1,1,1,26,95,1,0,5,0,0,0,29,29031
33,32,0.8571,23,2,0,0,18,92,0,0,2,3,0,0,29,29032
34,33,0.99,23,0,0,1,37,95,0,1,1,3,0,0,29,29033
35,34,0.99,90,5,0,1,67,177,0,0,3,6,1,4,29,29034
36,35,0.99,57,3,0,0,35,132,0,2,2,3,1,1,29,29035
37,36,0.99,76,2,0,3,61,142,0,0,4,8,1,0,29,29036
38,37,0.99,51,2,0,2,45,159,0,0,3,1,0,1,29,29037
39,38,0.99,62,3,0,2,24,124,0,0,1,4,0,0,29,29038
40,39,0.99,94,1,0,0,40,112,1,0,0,2,0,0,29,29039
41,40,0.99,68,4,0,3,35,126,2,0,1,5,0,1,29,29040
42,41,0.99,116,1,0,2,17,89,1,2,1,3,0,0,29,29041
43,42,0.99,12,1,1,0,4,9,0,0,0,0,0,0,29,29042
44,43,0.99,158,0,0,1,24,86,0,0,2,2,0,0,29,29043
45,44,0.99,166,2,0,2,5,61,4,2,0,2,0,0,29,29044
46,45,0.99,171,1,2,1,10,79,1,0,0,3,1,1,29,29045
47,46,0.99,56,2,0,0,7,29,1,0,0,0,0,0,29,29046
48,47,0.99,43,0,0,1,3,11,0,1,0,1,0,0,29,29047
49,48,0.99,111,2,1,0,3,50,1,0,0,2,0,0,29,29048
50,49,0.8332999999999999,37,0,0,0,4,15,0,0,0,0,0,0,29,29049
51,50,0.99,192,3,1,1,18,183,3,1,2,10,1,1,29,29050
52,51,0.8332999999999999,151,1,1,1,16,87,1,0,1,2,0,0,29,29051
53,52,0.99,88,0,0,0,4,34,0,0,0,4,0,0,29,29052
54,53,0.8332999999999999,133,2,0,0,2,21,0,0,0,0,0,0,29,29053
55,54,0.99,84,0,0,0,4,33,0,1,0,2,0,0,29,29054
56,55,0.99,95,1,0,1,3,38,0,0,0,3,0,0,29,29055
57,56,0.99,49,0,0,0,16,99,1,0,0,2,0,0,29,29056
58,57,0.99,45,0,0,0,14,62,0,0,1,2,0,1,29,29057
59,58,0.99,132,0,1,0,13,99,1,0,0,4,0,0,29,29058
60,59,0.99,50,0,0,0,3,30,0,0,0,0,0,0,29,29059
61,60,0.875,82,0,1,0,7,76,0,0,0,4,0,0,29,29060
62,61,0.99,4,0,0,0,4,5,0,0,0,0,0,0,29,29061
63,62,0.8571,0,0,0,0,1,0,0,0,0,0,0,0,29,29062
64,63,0.99,106,0,0,0,3,38,3,0,1,1,0,0,29,29063
65,64,0.99,6,1,0,0,0,21,0,0,1,0,0,0,29,29064
66,65,0.99,79,0,0,0,6,42,1,0,0,1,1,0,29,29065
67,66,0.99,56,1,1,0,28,148,2,2,0,3,1,0,29,29066
2,1,0.99,54,4,0,0,4,86,3,5,0,7,0,0,30,30001
3,2,0.8332999999999999,13,0,0,0,0,11,0,0,0,3,0,0,30,30002
4,3,0.99,51,0,0,1,4,21,0,1,0,3,0,0,30,30003
5,4,0.99,142,3,0,0,4,41,2,1,0,12,2,1,30,30004
6,5,0.99,67,3,1,1,4,66,1,4,1,7,1,0,30,30005
7,6,0.99,78,2,2,1,9,45,1,0,0,8,0,1,30,30006
8,7,0.99,41,1,1,0,1,39,1,0,0,6,0,1,30,30007
9,8,0.99,114,4,1,0,4,88,1,0,0,13,2,1,30,30008
10,9,0.99,71,1,1,1,3,42,0,0,0,0,0,0,30,30009
11,10,0.99,79,4,3,0,4,101,3,1,1,12,0,3,30,30010
12,11,0.99,87,1,0,2,4,57,1,0,0,9,1,0,30,30011
13,12,0.99,47,0,0,0,2,34,0,0,0,4,0,0,30,30012
14,13,0.99,210,4,1,2,11,160,0,4,1,19,0,1,30,30013
15,14,0.99,22,1,0,0,0,11,0,0,0,4,0,0,30,30014
16,15,0.99,121,0,0,0,2,29,0,3,0,3,0,0,30,30015
17,16,0.99,149,4,0,1,1,67,1,3,2,5,1,0,30,30016
18,17,0.99,39,0,0,0,0,27,0,0,0,0,0,1,30,30017
19,18,0.99,59,0,0,0,0,4,0,0,0,3,1,1,30,30018
20,19,0.99,152,2,0,1,4,36,1,0,1,12,0,0,30,30019
21,20,0.625,59,2,0,0,0,22,1,0,1,13,1,0,30,30020
22,21,0.875,189,4,0,2,4,96,3,1,0,26,0,0,30,30021
23,22,0.875,239,4,0,3,7,75,0,2,2,16,0,0,30,30022
24,23,0.875,158,3,1,1,3,51,0,0,0,2,1,0,30,30023
25,24,0.99,144,0,0,0,3,52,3,1,1,4,0,0,30,30024
26,25,0.99,195,3,0,0,2,64,4,1,1,12,0,0,30,30025
27,26,0.99,0,0,0,0,0,2,0,0,0,0,0,0,30,30026
28,27,0.99,97,5,0,0,1,67,1,0,0,10,0,0,30,30027
29,28,0.99,43,1,0,0,0,26,1,0,0,2,1,0,30,30028
30,29,0.99,1,0,0,0,0,4,0,0,0,3,0,0,30,30029
31,30,0.99,125,2,0,0,1,92,1,0,2,8,0,0,30,30030
32,31,0.99,105,2,0,0,2,105,0,1,0,6,1,0,30,30031
33,32,0.99,6,0,0,0,0,6,0,0,0,0,0,0,30,30032
34,33,0.99,86,2,0,2,3,71,1,0,0,3,0,0,30,30033
35,34,0.99,46,0,0,0,4,38,2,1,0,8,0,1,30,30034
36,35,0.99,112,2,0,1,1,103,0,1,1,5,0,0,30,30035
37,36,0.99,117,5,1,3,7,97,4,2,0,14,0,1,30,30036
38,37,0.99,117,2,0,1,7,36,1,0,0,7,0,0,30,30037
39,38,0.99,108,2,1,2,3,51,1,1,0,3,0,0,30,30038
40,39,0.99,115,2,0,1,4,61,3,1,0,9,0,0,30,30039
41,40,0.99,110,1,0,0,0,58,2,0,1,8,0,1,30,30040
42,41,0.99,133,1,0,0,4,54,2,0,0,12,2,2,30,30041
43,42,0.99,160,2,0,0,1,32,2,0,1,8,0,0,30,30042
44,43,0.99,93,4,0,1,2,29,4,0,0,21,2,0,30,30043
45,44,0.99,41,0,0,0,1,13,1,0,1,0,0,0,30,30044
46,45,0.99,209,0,1,5,4,52,3,4,0,18,2,2,30,30045
47,46,0.99,230,1,1,1,2,60,4,1,0,7,0,0,30,30046
48,47,0.99,142,2,0,4,3,50,2,1,0,28,0,1,30,30047
49,48,0.99,90,2,0,0,0,30,2,3,1,5,0,0,30,30048
50,49,0.875,207,5,1,1,6,74,0,3,0,18,1,0,30,30049
51,50,0.99,110,3,0,1,3,66,1,0,0,3,0,0,30,30050
52,51,0.99,160,2,1,1,2,55,5,3,0,4,0,0,30,30051
53,52,0.8332999999999999,89,1,1,0,1,27,1,0,0,9,1,0,30,30052
54,53,0.99,90,1,0,2,2,51,1,0,0,10,1,0,30,30053
55,54,0.99,75,2,0,1,4,29,3,1,0,4,0,0,30,30054
56,55,0.99,118,1,0,0,1,30,0,1,1,9,1,0,30,30055
57,56,0.99,127,3,0,0,6,57,1,1,0,9,0,0,30,30056
58,57,0.99,0,0,0,0,0,0,0,0,0,0,0,0,30,30057
59,58,0.99,0,0,0,0,0,0,0,0,0,0,0,0,30,30058
60,59,0.99,0,0,0,0,0,0,0,0,0,0,0,0,30,30059
2,1,0.99,42,1,0,2,21,166,1,0,1,4,0,0,31,31001
3,2,0.99,40,3,1,0,9,113,4,0,0,0,0,0,31,31002
4,3,0.99,36,1,0,2,10,89,0,0,3,1,2,1,31,31003
5,4,0.99,26,3,1,2,23,84,1,0,2,4,0,3,31,31004
6,5,0.99,39,0,1,1,14,95,1,0,0,4,0,0,31,31005
7,6,0.99,23,0,0,0,16,82,1,0,0,0,1,0,31,31006
8,7,0.99,33,0,1,0,8,42,0,0,2,1,0,1,31,31007
9,8,0.6,9,0,0,0,2,20,0,0,0,2,0,0,31,31008
10,9,0.99,34,2,0,0,11,57,1,0,0,1,0,0,31,31009
11,10,0.99,25,0,1,0,7,69,0,0,0,1,1,0,31,31010
12,11,0.99,38,1,0,0,14,74,0,0,0,0,0,0,31,31011
13,12,0.99,42,1,1,0,24,153,3,1,0,10,0,1,31,31012
14,13,0.99,23,2,0,3,15,47,0,0,0,4,0,0,31,31013
15,14,0.99,43,2,2,1,22,112,0,1,2,4,1,1,31,31014
16,15,0.99,87,1,0,0,27,135,0,0,1,10,0,0,31,31015
17,16,0.6,33,2,0,2,10,52,0,0,2,3,0,1,31,31016
18,17,0.99,1,0,0,0,0,2,0,0,0,1,0,0,31,31017
19,18,0.99,16,0,1,0,5,46,2,0,0,1,0,0,31,31018
20,19,0.8332999999999999,7,0,0,0,0,0,0,0,0,0,0,0,31,31019
21,20,0.99,92,3,0,2,21,127,0,0,0,4,0,0,31,31020
22,21,0.99,99,1,0,2,6,83,2,2,0,2,0,0,31,31021
23,22,0.99,42,1,0,1,19,128,0,0,1,2,0,0,31,31022
24,23,0.99,57,3,1,1,30,130,1,1,1,3,0,0,31,31023
25,24,0.99,16,2,0,0,8,37,0,0,1,1,0,0,31,31024
26,25,0.99,55,2,0,0,24,148,0,0,1,7,0,0,31,31025
27,26,0.99,53,1,0,0,29,141,1,1,1,3,0,0,31,31026
28,27,0.99,63,5,0,0,40,165,2,0,0,5,0,0,31,31027
29,28,0.99,34,2,0,1,19,123,0,1,0,3,0,0,31,31028
30,29,0.99,36,3,1,4,23,110,0,0,0,6,1,2,31,31029
31,30,0.99,21,0,0,3,12,75,0,0,0,3,0,2,31,31030
32,31,0.8571,12,0,0,1,8,72,2,0,0,1,0,0,31,31031
33,32,0.99,51,1,0,1,25,153,1,1,1,3,0,1,31,31032
34,33,0.99,32,0,0,0,6,37,0,0,0,1,0,0,31,31033
35,34,0.99,48,1,2,1,37,127,0,0,1,1,1,0,31,31034
36,35,0.99,38,1,1,0,27,108,0,0,0,4,0,0,31,31035
37,36,0.99,6,1,0,0,8,22,0,0,1,0,0,0,31,31036
38,37,0.99,66,0,0,3,36,92,0,0,0,3,0,1,31,31037
39,38,0.99,37,1,0,2,16,58,1,0,1,2,0,1,31,31038
40,39,0.99,50,0,0,0,13,57,0,0,0,2,0,0,31,31039
41,40,0.99,117,0,0,0,5,66,1,1,0,4,0,0,31,31040
42,41,0.99,63,2,0,1,23,75,2,0,1,2,0,0,31,31041
43,42,0.99,20,0,0,1,1,35,0,0,1,2,0,0,31,31042
44,43,0.99,76,1,0,0,8,75,1,0,2,0,0,0,31,31043
45,44,0.99,53,0,0,1,8,72,1,0,0,0,0,0,31,31044
46,45,0.99,79,2,0,0,5,66,1,0,1,3,0,1,31,31045
47,46,0.99,67,0,0,2,13,58,0,0,0,4,0,0,31,31046
48,47,0.99,32,1,0,0,1,29,2,0,0,3,0,0,31,31047
49,48,0.99,35,1,0,0,3,46,0,0,0,1,0,2,31,31048
50,49,0.99,10,0,0,0,1,16,0,0,0,0,0,0,31,31049
51,50,0.99,62,1,0,0,4,81,1,0,0,1,0,1,31,31050
52,51,0.99,68,2,0,0,3,65,0,0,1,0,0,0,31,31051
53,52,0.99,47,2,1,0,3,65,0,0,0,4,0,1,31,31052
54,53,0.99,55,0,0,0,1,47,1,0,0,1,0,0,31,31053
55,54,0.99,59,3,0,3,21,110,1,0,0,3,1,0,31,31054
56,55,0.99,56,0,0,0,18,82,1,0,0,2,0,0,31,31055
57,56,0.99,66,2,0,0,21,87,1,0,1,0,0,0,31,31056
58,57,0.99,90,1,1,0,0,99,0,2,2,5,0,3,31,31057
59,58,0.99,0,0,0,0,0,0,0,0,0,0,0,0,31,31058
60,59,0.8571,0,0,0,0,0,0,0,0,0,0,0,0,31,31059
61,60,0.99,0,0,0,0,0,0,0,0,0,0,0,0,31,31060
62,61,0.99,0,0,0,0,0,0,0,0,0,0,0,0,31,31061
63,62,0.99,0,0,0,0,0,0,0,0,0,0,0,0,31,31062
64,63,0.99,0,0,0,0,0,0,0,0,0,0,0,0,31,31063
2,1,0.99,12,0,0,0,1,9,0,0,0,0,0,0,32,32001
3,2,0.8571,6,1,0,0,3,7,0,0,0,1,0,0,32,32002
4,3,0.4286,27,1,0,0,4,26,1,0,1,1,0,0,32,32003
5,4,0.4286,31,0,0,0,2,5,0,0,0,1,0,0,32,32004
6,5,0.4286,32,0,0,1,8,16,0,0,0,1,0,0,32,32005
7,6,0.99,17,0,0,0,0,0,0,0,0,0,0,0,32,32006
8,7,0.4286,30,3,0,1,7,41,0,0,0,0,0,0,32,32007
9,8,0.99,125,1,0,2,3,63,0,0,0,1,0,1,32,32008
10,9,0.4286,29,0,0,0,4,19,0,1,0,3,0,0,32,32009
11,10,0.99,82,0,0,0,3,25,0,0,0,0,0,1,32,32010
12,11,0.5,1,0,0,0,1,3,0,0,0,0,0,0,32,32011
13,12,0.8571,58,0,0,2,14,36,1,0,0,1,1,0,32,32012
14,13,0.99,3,1,0,0,2,4,0,0,0,1,0,0,32,32013
15,14,0.4286,6,0,0,0,0,5,0,0,0,2,0,0,32,32014
16,15,0.8571,60,1,0,0,6,44,2,0,0,1,0,0,32,32015
17,16,0.99,11,1,0,0,3,26,0,0,0,0,0,0,32,32016
18,17,0.8571,65,2,1,2,17,52,0,0,2,5,0,0,32,32017
19,18,0.8571,21,0,0,0,5,29,0,0,0,0,0,0,32,32018
20,19,0.8571,41,2,0,1,16,56,0,0,2,2,0,0,32,32019
21,20,0.4286,3,0,0,0,8,20,1,0,0,0,0,0,32,32020
22,21,0.99,93,0,0,0,28,98,0,1,2,0,0,0,32,32021
23,22,0.4286,9,1,0,3,10,24,0,0,0,1,0,0,32,32022
24,23,0.4286,7,2,0,0,15,27,0,0,1,0,0,0,32,32023
25,24,0.99,38,1,0,2,36,90,2,0,1,0,0,1,32,32024
26,25,0.99,56,1,0,0,18,88,0,0,4,1,2,1,32,32025
27,26,0.99,65,3,0,2,19,111,2,0,0,2,1,0,32,32026
28,27,0.99,47,2,0,0,32,124,0,0,0,3,0,0,32,32027
29,28,0.99,59,0,2,2,40,97,0,0,4,0,1,2,32,32028
30,29,0.99,29,2,1,0,17,57,0,0,1,1,0,1,32,32029
31,30,0.4286,9,1,0,2,12,32,0,0,0,0,0,0,32,32030
32,31,0.4286,14,0,0,0,13,34,0,0,0,1,0,0,32,32031
33,32,0.5,5,0,0,0,19,48,0,1,0,7,0,0,32,32032
34,33,0.5,6,0,0,0,5,8,0,0,0,0,0,0,32,32033
35,34,0.5,15,1,0,0,20,40,0,0,0,0,0,0,32,32034
36,35,0.99,37,1,0,1,18,54,1,0,1,0,0,0,32,32035
37,36,0.5,14,3,0,0,15,46,0,0,1,0,1,0,32,32036
38,37,0.99,97,1,1,2,35,153,0,0,1,0,1,0,32,32037
39,38,0.99,104,4,0,1,35,91,1,0,0,3,0,0,32,32038
40,39,0.99,48,1,2,0,37,117,1,0,1,1,0,0,32,32039
41,40,0.99,37,1,1,0,37,88,1,0,0,2,0,0,32,32040
42,41,0.99,30,1,1,0,13,71,1,0,0,0,0,0,32,32041
43,42,0.99,56,2,1,1,31,82,0,0,0,3,0,0,32,32042
44,43,0.99,110,0,0,0,41,109,0,0,0,2,0,0,32,32043
45,44,0.99,26,1,0,0,21,78,1,0,1,0,0,0,32,32044
46,45,0.99,70,0,0,1,17,56,0,0,0,2,0,1,32,32045
47,46,0.99,41,1,0,1,37,109,0,1,3,2,0,0,32,32046
48,47,0.99,42,4,0,0,40,137,0,0,0,0,0,0,32,32047
49,48,0.99,53,0,0,2,28,143,1,0,3,2,0,0,32,32048
50,49,0.99,24,0,0,0,24,103,0,0,1,2,0,0,32,32049
51,50,0.99,68,3,0,1,44,168,2,1,2,2,0,0,32,32050
52,51,0.99,60,2,5,1,40,162,2,0,3,3,1,0,32,32051
53,52,0.99,44,0,0,0,30,81,0,0,1,5,0,0,32,32052
54,53,0.99,57,3,1,1,106,258,1,0,3,7,0,1,32,32053
55,54,0.99,44,7,0,1,101,243,0,0,2,5,1,0,32,32054
56,55,0.99,28,3,0,1,75,160,0,0,1,4,0,0,32,32055
57,56,0.99,30,2,0,3,77,166,0,0,2,0,2,1,32,32056
58,57,0.99,37,5,0,0,79,168,1,0,0,2,0,0,32,32057
59,58,0.99,39,2,0,1,58,159,0,0,0,4,0,1,32,32058
60,59,0.99,29,7,1,1,61,156,3,0,0,3,0,0,32,32059
61,60,0.99,40,4,1,0,85,175,0,0,1,2,0,2,32,32060
62,61,0.99,32,3,0,2,77,169,2,0,1,4,1,2,32,32061
63,62,0.99,42,2,0,1,34,107,0,0,5,1,0,0,32,32062
64,63,0.99,36,1,1,1,19,118,0,0,0,2,0,0,32,32063
65,64,0.99,41,3,0,0,41,114,2,1,1,0,1,2,32,32064
66,65,0.99,39,1,1,0,42,125,0,0,0,2,1,0,32,32065
67,66,0.99,11,1,0,0,9,32,0,0,0,0,0,0,32,32066
68,67,0.99,41,2,0,0,31,90,0,0,1,2,0,1,32,32067
69,68,0.8571,0,0,0,0,0,0,0,0,0,0,0,0,32,32068
2,1,0.99,137,5,0,0,10,90,1,2,0,8,0,2,33,33001
3,2,0.99,158,4,0,0,7,83,0,3,1,12,1,0,33,33002
4,3,0.99,174,2,0,0,7,98,0,3,1,12,0,1,33,33003
5,4,0.99,106,11,1,2,7,83,1,3,0,15,1,0,33,33004
6,5,0.99,146,5,0,0,13,80,0,3,0,7,4,0,33,33005
7,6,0.99,147,4,1,1,4,85,3,0,2,17,0,0,33,33006
8,7,0.99,97,7,2,1,3,86,1,1,0,11,0,0,33,33007
9,8,0.99,142,2,0,0,8,87,0,2,0,9,1,0,33,33008
10,9,0.99,136,2,0,3,3,62,0,0,2,4,0,0,33,33009
11,10,0.99,139,2,1,0,11,101,2,1,0,5,0,0,33,33010
12,11,0.99,66,1,0,1,6,48,2,0,0,5,1,0,33,33011
13,12,0.99,88,3,0,2,5,96,0,1,0,3,0,0,33,33012
14,13,0.99,18,0,0,0,3,9,0,0,0,0,0,0,33,33013
15,14,0.99,86,2,0,0,4,78,1,0,0,3,0,2,33,33014
16,15,0.99,132,2,0,0,5,76,0,0,1,3,0,1,33,33015
17,16,0.99,155,1,0,2,4,87,2,0,0,4,0,0,33,33016
18,17,0.99,166,1,0,2,4,131,0,0,0,2,2,2,33,33017
19,18,0.99,99,1,0,0,12,86,2,0,0,1,0,0,33,33018
20,19,0.99,117,2,0,0,2,59,0,0,0,2,0,2,33,33019
21,20,0.99,156,2,0,1,3,75,0,0,1,4,0,0,33,33020
22,21,0.875,136,1,0,0,8,91,0,0,0,1,0,0,33,33021
23,22,0.99,60,2,0,0,7,51,0,0,0,1,0,0,33,33022
24,23,0.875,117,2,0,0,6,94,0,1,0,2,0,0,33,33023
25,24,0.875,9,1,0,0,0,15,0,0,0,0,0,0,33,33024
26,25,0.875,69,1,0,0,6,35,0,0,0,3,0,0,33,33025
27,26,0.99,6,1,0,0,1,23,0,0,0,0,0,0,33,33026
28,27,0.99,51,5,0,1,16,148,1,0,1,3,0,2,33,33027
29,28,0.99,40,1,0,0,6,51,0,0,1,1,0,2,33,33028
30,29,0.99,92,2,0,0,29,140,0,0,1,6,0,0,33,33029
31,30,0.99,75,1,0,1,25,156,0,0,4,0,0,0,33,33030
32,31,0.99,63,4,0,3,24,164,0,0,2,3,1,1,33,33031
33,32,0.99,80,4,2,1,41,244,0,3,2,12,0,1,33,33032
34,33,0.99,49,2,0,4,17,154,0,0,1,2,1,0,33,33033
35,34,0.99,72,6,0,7,38,180,0,0,0,9,0,0,33,33034
36,35,0.99,74,4,0,2,69,244,1,0,4,10,0,0,33,33035
37,36,0.99,73,8,0,1,56,214,2,0,5,6,0,0,33,33036
38,37,0.8571,56,4,0,0,43,191,1,0,0,6,0,0,33,33037
39,38,0.8571,58,4,1,3,37,157,0,0,2,2,0,0,33,33038
40,39,0.8571,39,3,0,0,32,130,1,0,0,2,0,1,33,33039
41,40,0.99,37,1,0,1,22,120,1,0,1,6,0,1,33,33040
42,41,0.8571,25,6,0,0,26,101,1,0,6,1,0,0,33,33041
43,42,0.99,48,2,0,1,49,177,1,0,2,4,0,0,33,33042
44,43,0.99,26,0,0,1,23,94,0,0,1,2,0,0,33,33043
45,44,0.99,63,2,0,2,46,199,0,0,2,4,0,1,33,33044
46,45,0.99,60,3,1,1,37,179,0,0,3,2,0,0,33,33045
47,46,0.99,53,3,1,2,44,192,2,0,2,4,0,1,33,33046
48,47,0.99,52,2,0,0,30,150,0,0,3,8,0,0,33,33047
49,48,0.99,58,3,0,1,40,161,0,2,1,3,0,0,33,33048
50,49,0.99,25,2,1,0,15,71,0,0,0,1,0,0,33,33049
51,50,0.99,68,3,0,3,39,157,3,0,3,1,0,0,33,33050
52,51,0.99,99,8,0,0,55,190,0,1,4,4,2,1,33,33051
53,52,0.99,103,1,3,0,26,166,0,0,3,2,0,1,33,33052
54,53,0.99,89,1,0,0,23,107,2,0,3,4,0,0,33,33053
55,54,0.99,79,2,1,0,31,122,0,0,1,0,0,1,33,33054
56,55,0.99,48,2,0,0,32,125,1,0,0,1,1,1,33,33055
57,56,0.8571,57,0,1,1,23,156,2,0,2,4,0,4,33,33056
58,57,0.8571,55,3,1,2,20,92,0,2,3,1,0,0,33,33057
59,58,0.8571,51,0,0,2,23,92,0,0,0,0,0,0,33,33058
60,59,0.8571,30,0,0,0,7,71,0,0,3,0,0,0,33,33059
61,60,0.99,54,3,0,0,30,124,0,0,2,2,0,1,33,33060
62,61,0.99,57,3,0,0,36,129,0,0,0,4,0,0,33,33061
63,62,0.99,45,1,0,0,13,49,0,0,0,1,0,1,33,33062
64,63,0.99,58,2,0,2,10,52,2,0,1,1,0,0,33,33063
65,64,0.99,75,4,0,0,23,142,0,0,2,3,0,0,33,33064
2,1,0.99,253,3,0,1,5,87,1,2,1,56,4,0,34,34001
3,2,0.99,22,1,0,0,1,25,0,0,1,1,0,0,34,34002
4,3,0.99,160,5,0,0,5,62,1,1,1,27,0,0,34,34003
5,4,0.99,278,4,1,1,7,45,0,4,3,54,1,1,34,34004
6,5,0.99,304,4,0,1,8,72,3,0,1,54,2,1,34,34005
7,6,0.99,9,0,0,0,2,4,1,0,0,3,0,0,34,34006
8,7,0.99,249,3,0,2,7,66,2,1,1,39,1,0,34,34007
9,8,0.99,312,6,1,5,5,77,0,4,0,47,0,0,34,34008
10,9,0.99,190,2,1,1,8,69,2,2,1,29,0,0,34,34009
11,10,0.99,99,1,0,0,3,87,5,0,3,1,0,0,34,34010
12,11,0.875,47,2,0,0,1,44,2,1,2,1,0,0,34,34011
13,12,0.99,385,3,0,3,5,79,1,3,0,71,2,0,34,34012
14,13,0.99,324,3,1,2,14,56,4,3,1,45,0,0,34,34013
15,14,0.99,298,8,0,7,10,112,1,0,0,42,3,0,34,34014
16,15,0.99,69,0,0,1,1,39,1,0,0,8,0,0,34,34015
17,16,0.99,39,4,0,1,3,30,3,0,1,5,0,0,34,34016
18,17,0.99,274,0,0,2,8,50,2,1,0,29,1,0,34,34017
19,18,0.99,315,4,1,3,7,67,1,2,2,43,0,2,34,34018
20,19,0.99,340,2,0,4,5,62,3,3,0,21,0,1,34,34019
21,20,0.99,333,4,0,2,6,71,3,7,0,42,1,0,34,34020
22,21,0.99,63,1,0,0,8,118,10,0,2,1,0,0,34,34021
23,22,0.99,59,0,0,0,5,71,3,0,0,4,0,0,34,34022
24,23,0.99,100,0,0,0,4,41,0,2,0,15,0,0,34,34023
25,24,0.99,269,4,0,1,7,49,1,3,0,33,0,0,34,34024
26,25,0.99,198,10,1,0,18,114,4,3,0,63,1,1,34,34025
27,26,0.99,21,2,0,0,1,20,0,1,0,2,0,0,34,34026
28,27,0.99,100,0,1,0,1,50,0,1,0,14,0,0,34,34027
29,28,0.875,58,0,0,1,3,43,4,1,0,0,0,0,34,34028
30,29,0.99,72,1,0,1,1,60,4,0,0,1,0,0,34,34029
